raw_character_text,normalized_text
Homer Simpson,i dont know about you but i dont want to live in a future where food is brought by waiters where the chairs arent attached to the tables and where i cant ditch my kids in a pit of dirty balls i say we rebuild the fast-food district -- bigger and better than ever
Bart Simpson,no you idiot we just pay for it with another bond issue
Marge Simpson,thats what you said about yellow fever and that was no fun
Homer Simpson,oh my god theyre going steady -- did everyone see that
Homer Simpson,that was the best milkshake ad ive ever seen it makes me want a milkshake
Homer Simpson,if you havent sprung from or arent married to my loins get the hell out of this house
Homer Simpson,is everyone here as sick of those stupid politicians as i am
Homer Simpson,why dont we all pick the most ridiculous candidate and write him in
Marge Simpson,speaking of disasters have you seen this springfield dodge bought too much inventory and theyve only got one weekend to get rid of all the 07s
Marge Simpson,lisa im sure this wiggum-arole will blow over -- you have to have faith in the wisdom of the average voter
Homer Simpson,lisa being president is easy you just point the army and shoot
Bart Simpson,the constitution im pretty sure the patriot act killed it to ensure our freedoms
Homer Simpson,oh the patriot act is so terrible the government might find out what library books i take out whats next -- finding out what operas i go to
Homer Simpson,dont worry kids these wool socks and down parkas will keep you warm
Marge Simpson,we wouldnt be in this trouble if youd just paid the heating bill
Homer Simpson,i thought global warming would take care of it al gore cant do anything right
Bart Simpson,i got some old magazines to burn popular science redbook big and tall halloween costume catalogue
Bart Simpson,yeah you always said that after high school dad blessed you with the unplanned miracle of me
Bart Simpson,yeah what happened while i was chillin in dads junk
Marge Simpson,there is a part of our past that we havent told you kids about a turbulent part
Homer Simpson,things happened between your mother and me that were not proud of it was the middle of a wild decade known as the nineteen nineties
Homer Simpson,oh it was a wonderful time the iraq war was over once and for all a struggling matt groening created futurama and young people believed in their dreams thanks to a tv show called melrose place
Homer Simpson,your mother and i were dating and we had just moved into our first apartment together
Homer Simpson,we didnt have a lot of money but we were young and in love
Marge Simpson,but our happiness was about to unravel just like kevin costners career because of the postman
Homer Simpson,but marges education was worth all the pistol whipping in the world
Marge Simpson,anyway i was growing to admire my professor more and more
Marge Simpson,homers perfect for me just look at this note i miss you aww
Bart Simpson,mom whyd you stop talking for two and a half minutes
Marge Simpson,whatever homer and i had the wrenching task of dividing up a shared life
Homer Simpson,i was so depressed i spent all my time in a bar
Marge Simpson,unfortunately as i later learned that wasnt heroin it was insulin
Homer Simpson,with the nineties drawing to a close and the sydney olympics to look forward to our love rekindled
Homer Simpson,and one moonlit night i finally had fun at a mini-golf course
Homer Simpson,i mean unless he had been a little nicer at the beach
Marge Simpson,well that professor did teach me one good lesson -- homie is where my heart is
Homer Simpson,and once we were back together i was too happy ever to grunge again
Homer Simpson,for the next two hours well be kid free itll be just like the time we lost them at the mall
Homer Simpson,ah the tunnel of love -- nothing gets a woman in your arms faster than scary robots and simulated privacy
Bart Simpson,mom and dad are in there wanna ruin their fun
Bart Simpson,okay but if dad kisses mom too much a stork will lay an angel egg in her tummy and the next thing you know we find a baby brother in the cabbage patch heres a thumbnail sketch
Homer Simpson,what if i told you some of the greatest love stories of all time
Homer Simpson,they were the bonnie and clyde of their day their names were bonnie and clyde
Marge Simpson,all right this is a story of two dogs with a love so strong no hose could separate them i call it shady and the vamp
Homer Simpson,even love is boring when youre stuck in a tunnel of it why cant this be the tunnel of hockey fights
Bart Simpson,well ive got a valentines day story its about musicians from a simpler time the era of the brady bunch donny and marie and
Marge Simpson,kids knock it off im uncomfortable driving your fathers car as it is
Bart Simpson,fine well divide the car into your side and my side my leg is the barrier
Bart Simpson,sorry im late -- i was in a car crash many hurt but nobody cool was harmed
Bart Simpson,look new kid im the head hamster in this habitrail capeesh
Homer Simpson,wow this is the kind of car you see in commercials how much am i paying for this
Homer Simpson,really you people are idiots thats the dumb-- what a stu-- i mean that sounds fair
Homer Simpson,driver of a loaner car much better than a driver of my normal car
Bart Simpson,theres this new kid at school who everyone thinks is cooler than me
Homer Simpson,aw dont give up boy i believe in you -- and not just because i have to
Homer Simpson,son i know when we first met we didnt really hit it off but since then ive really come to respect you and unlike love respect cant be bought
Bart Simpson,youre right im gonna go to school tomorrow and show everyone im awesome
Homer Simpson,thats my boy now lets watch the air conditioner fight the heater
Bart Simpson,this almost makes me want to find out how magnets work
Bart Simpson,well remember this bart simpson takes care of his friends
Bart Simpson,lets take a ride i got a place with a view
Bart Simpson,now that were buddies i can let you in on some of the cool scams we run at school
